miRNAID,GeneSymbol
hsa-miR-503-5p,BZW1
hsa-miR-503-5p,BZW1
hsa-miR-503-5p,BZW1
hsa-miR-503-5p,RNF41
hsa-miR-506-3p,NFIX
hsa-miR-506-3p,NFIX
hsa-miR-506-3p,BAHD1
hsa-miR-506-3p,GXYLT1
hsa-miR-506-3p,MTDH
hsa-miR-506-3p,NFIC
hsa-miR-506-3p,NFIX
hsa-miR-506-3p,BAHD1
hsa-miR-506-3p,CHSY1
hsa-miR-506-3p,BAHD1
hsa-miR-506-3p,NFIX
hsa-miR-506-3p,MTDH
hsa-miR-506-3p,NFIX
hsa-miR-506-3p,NFIX
hsa-miR-506-3p,NFIX
hsa-miR-506-3p,NFIX
hsa-miR-7-5p,PIK3R3
hsa-miR-7-5p,RSPRY1
hsa-miR-7-5p,RSPRY1
hsa-miR-7-5p,SLC25A15
hsa-miR-7-5p,RCC2
hsa-miR-7-5p,TRMT13
hsa-miR-7-5p,CRLS1
hsa-miR-7-5p,KMT5A
hsa-miR-7-5p,KIF16B
hsa-miR-7-5p,ALG9
hsa-miR-7-5p,RYK
hsa-miR-7-5p,TFRC
hsa-miR-7-5p,PIK3R3
hsa-miR-7-5p,EGFR
hsa-miR-7-5p,EGFR
hsa-miR-7-5p,KMT5A
hsa-miR-7-5p,ZNF805
hsa-miR-7-5p,ALG9
hsa-miR-7-5p,GJC1
hsa-miR-7-5p,CRLS1
hsa-miR-7-5p,RCC2
hsa-miR-7-5p,ZNF805
hsa-miR-7-5p,KIF16B
hsa-miR-7-5p,BMPR2
hsa-miR-7-5p,BMPR2
hsa-miR-9-5p,AMOTL1
hsa-miR-9-5p,SIRT1
hsa-miR-9-5p,AMOTL1
hsa-miR-9-5p,BACE1
hsa-miR-9-5p,TNFAIP8
hsa-miR-9-5p,PRRX1
hsa-miR-9-5p,ONECUT2
hsa-miR-9-5p,REST
hsa-miR-9-5p,PRRX1
hsa-miR-9-5p,SIRT1
hsa-miR-9-5p,ZNF704
hsa-miR-9-5p,TNFAIP8
hsa-miR-9-5p,SERINC5
hsa-miR-9-5p,FOXP1
hsa-miR-9-5p,TBPL1
hsa-miR-96-5p,PRKAR1A
hsa-miR-96-5p,TP53INP1
hsa-miR-96-5p,SOX5
hsa-miR-96-5p,PRKAR1A
hsa-miR-96-5p,PRKAR1A
hsa-miR-96-5p,PPP1R12A
hsa-miR-96-5p,PRKAR1A
hsa-miR-96-5p,ATXN1
hsa-miR-96-5p,PRKAR1A
hsa-miR-96-5p,ATXN1
hsa-miR-96-5p,NHLRC3
hsa-miR-96-5p,NHLRC3
hsa-miR-96-5p,TRIM71
hsa-miR-96-5p,TP53INP1
hsa-miR-96-5p,NIPA1
hsa-miR-96-5p,PPP1R12A
hsa-miR-96-5p,PPP1R12A
hsa-miR-96-5p,DDIT3
hsa-miR-96-5p,DDIT3
hsa-miR-96-5p,PPP1R12A
hsa-miR-96-5p,PPP1R12A
